full.code,unique_ind_id,hh_id,site_code,date,time_point,skip_eating_days,reduce_meals_days,hunt_days,gather_days,restrict_nonworkers,restrict_children,restrict_adults,limit_portions,send_beg,send_to_others,consume_stock,harvest_early,purchase_on_credit,borrow_food,less_preferred
N5.31.01.T03,N5.31.01,N5.31,N5,2022-03-10,T03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.31.01.T04,N5.31.01,N5.31,N5,2022-04-27,T04,0,5,0,0,0,0,0,7,0,0,0,0,1,0,0
N5.31.01.T05,N5.31.01,N5.31,N5,2022-06-18,T05,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
N5.31.01.T06,N5.31.01,N5.31,N5,2022-08-11,T06,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4
N5.31.01.T07,N5.31.01,N5.31,N5,2022-09-09,T07,0,3,0,2,0,0,0,2,0,1,0,0,3,0,5
N5.31.01.T08,N5.31.01,N5.31,N5,2022-11-06,T08,5,5,0,0,0,0,0,7,0,0,0,0,0,0,5
N5.31.01.T09,N5.31.01,N5.31,N5,2022-12-10,T09,0,3,0,2,0,0,0,7,0,0,0,0,2,0,4
N5.31.01.T10,N5.31.01,N5.31,N5,2023-02-15,T10,0,2,0,0,0,0,0,4,0,0,1,1,1,1,7
N5.31.01.T11,N5.31.01,N5.31,N5,2023-04-18,T11,0,2,0,4,0,0,0,7,0,0,0,0,2,0,4
N5.32.01.T01,N5.32.01,N5.32,N5,2021-10-12,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.32.03.T02,N5.32.03,N5.32,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.32.01.T03,N5.32.01,N5.32,N5,2022-03-10,T03,0,7,0,2,0,0,0,7,0,1,3,4,1,2,5
N5.32.01.T04,N5.32.01,N5.32,N5,2022-04-27,T04,0,2,0,0,0,0,0,6,0,0,0,0,4,0,0
N5.32.01.T05,N5.32.01,N5.32,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.32.02.T06,N5.32.02,N5.32,N5,2022-08-11,T06,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
N5.32.01.T07,N5.32.01,N5.32,N5,2022-09-09,T07,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2
N5.32.01.T08,N5.32.01,N5.32,N5,2022-11-06,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.32.01.T09,N5.32.01,N5.32,N5,2022-12-10,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.32.01.T10,N5.32.01,N5.32,N5,2023-02-14,T10,0,3,0,3,0,0,0,6,0,0,0,0,1,1,6
N5.32.01.T11,N5.32.01,N5.32,N5,2023-04-18,T11,4,4,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.33.01.T01,N5.33.01,N5.33,N5,2021-10-12,T01,0,2,0,0,1,0,2,3,0,0,0,0,0,0,5
N5.33.01.T02,N5.33.01,N5.33,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N5.33.01.T03,N5.33.01,N5.33,N5,2022-03-10,T03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.33.01.T04,N5.33.01,N5.33,N5,2022-04-27,T04,0,4,0,0,3,0,0,6,0,0,0,0,0,0,5
N5.33.01.T05,N5.33.01,N5.33,N5,2022-06-18,T05,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
N5.33.01.T06,N5.33.01,N5.33,N5,2022-08-11,T06,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
N5.33.01.T07,N5.33.01,N5.33,N5,2022-09-09,T07,0,2,0,0,0,0,0,5,0,0,0,0,4,0,0
N5.33.01.T08,N5.33.01,N5.33,N5,2022-11-06,T08,5,5,0,0,0,0,0,7,0,0,0,0,0,0,7
N5.33.01.T09,N5.33.01,N5.33,N5,2022-12-10,T09,0,4,0,2,0,0,0,7,0,0,0,0,4,0,5
N5.33.01.T10,N5.33.01,N5.33,N5,2023-02-15,T10,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.33.01.T11,N5.33.01,N5.33,N5,2023-04-18,T11,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.34.01.T01,N5.34.01,N5.34,N5,2021-10-13,T01,0,3,0,0,0,2,2,3,0,0,0,0,0,0,6
N5.34.01.T03,N5.34.01,N5.34,N5,2022-03-11,T03,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
N5.34.01.T04,N5.34.01,N5.34,N5,2022-04-27,T04,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.34.01.T05,N5.34.01,N5.34,N5,2022-06-18,T05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
N5.35.02.T01,N5.35.02,N5.35,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.35.02.T02,N5.35.02,N5.35,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.35.01.T03,N5.35.01,N5.35,N5,2022-03-10,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N5.35.01.T04,N5.35.01,N5.35,N5,2022-04-27,T04,0,5,0,2,0,0,0,0,1,0,0,0,0,0,4
N5.35.01.T05,N5.35.01,N5.35,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.35.01.T06,N5.35.01,N5.35,N5,2022-08-11,T06,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0
N5.35.02.T07,N5.35.02,N5.35,N5,2022-09-09,T07,0,3,0,3,0,0,0,4,0,0,0,0,2,0,0
N5.35.02.T08,N5.35.02,N5.35,N5,2022-11-06,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.35.02.T09,N5.35.02,N5.35,N5,2022-12-10,T09,0,2,0,0,0,0,0,4,0,0,0,1,0,1,4
N5.35.02.T10,N5.35.02,N5.35,N5,2023-02-15,T10,0,0,0,0,0,1,1,6,0,0,0,1,1,1,7
N5.35.01.T11,N5.35.01,N5.35,N5,2023-04-18,T11,0,2,0,6,0,0,0,7,0,0,0,0,0,0,0
N5.36.01.T01,N5.36.01,N5.36,N5,2021-10-13,T01,1,3,0,0,0,2,0,3,0,1,0,0,0,0,7
N5.36.01.T02,N5.36.01,N5.36,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N5.36.01.T03,N5.36.01,N5.36,N5,2022-03-10,T03,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0
N5.36.01.T04,N5.36.01,N5.36,N5,2022-04-27,T04,0,4,0,0,0,0,0,3,0,0,0,2,0,0,5
N5.36.01.T05,N5.36.01,N5.36,N5,2022-06-19,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.36.01.T06,N5.36.01,N5.36,N5,2022-08-11,T06,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0
N5.36.02.T07,N5.36.02,N5.36,N5,2022-09-09,T07,3,2,0,0,0,0,0,5,0,0,0,0,4,0,5
N5.36.01.T08,N5.36.01,N5.36,N5,2022-11-06,T08,3,7,0,3,0,0,0,7,0,0,0,0,0,0,7
N5.36.01.T09,N5.36.01,N5.36,N5,2022-12-10,T09,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
N5.36.01.T10,N5.36.01,N5.36,N5,2023-02-15,T10,0,2,0,0,0,0,0,7,0,0,0,0,5,0,0
N5.36.01.T11,N5.36.01,N5.36,N5,2023-04-17,T11,3,3,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.37.01.T01,N5.37.01,N5.37,N5,2021-10-13,T01,0,3,0,0,0,0,2,3,0,0,0,0,0,0,7
N5.37.01.T02,N5.37.01,N5.37,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.37.01.T03,N5.37.01,N5.37,N5,2022-03-10,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N5.37.01.T04,N5.37.01,N5.37,N5,2022-04-28,T04,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.37.01.T05,N5.37.01,N5.37,N5,2022-06-18,T05,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
N5.37.01.T06,N5.37.01,N5.37,N5,2022-08-11,T06,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
N5.37.01.T07,N5.37.01,N5.37,N5,2022-09-09,T07,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
N5.37.01.T08,N5.37.01,N5.37,N5,2022-11-06,T08,0,0,0,2,0,0,0,7,0,0,0,0,0,0,7
N5.37.01.T09,N5.37.01,N5.37,N5,2022-12-10,T09,0,4,0,0,0,0,0,5,0,0,0,0,0,0,6
N5.37.01.T10,N5.37.01,N5.37,N5,2023-02-14,T10,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.37.01.T11,N5.37.01,N5.37,N5,2023-04-17,T11,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0
N5.38.01.T01,N5.38.01,N5.38,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N5.38.02.T02,N5.38.02,N5.38,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.38.01.T03,N5.38.01,N5.38,N5,2022-03-10,T03,0,4,0,0,0,0,0,7,0,0,0,2,1,0,0
N5.38.01.T04,N5.38.01,N5.38,N5,2022-04-27,T04,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0
N5.38.02.T05,N5.38.02,N5.38,N5,2022-06-18,T05,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
N5.38.02.T06,N5.38.02,N5.38,N5,2022-08-11,T06,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
N5.38.01.T07,N5.38.01,N5.38,N5,2022-09-09,T07,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
N5.38.01.T08,N5.38.01,N5.38,N5,2022-11-06,T08,0,3,0,4,0,0,0,6,0,0,0,0,0,1,5
N5.38.01.T09,N5.38.01,N5.38,N5,2022-12-10,T09,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.38.02.T10,N5.38.02,N5.38,N5,2023-02-15,T10,3,3,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.38.01.T11,N5.38.01,N5.38,N5,2023-04-17,T11,1,1,0,2,0,0,0,7,0,0,0,0,0,0,2
N5.39.02.T01,N5.39.02,N5.39,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.39.01.T02,N5.39.01,N5.39,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.39.01.T03,N5.39.01,N5.39,N5,2022-03-10,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.39.01.T04,N5.39.01,N5.39,N5,2022-04-28,T04,0,5,0,0,0,0,0,7,0,0,0,0,2,0,1
N5.39.01.T05,N5.39.01,N5.39,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
N5.39.01.T06,N5.39.01,N5.39,N5,2022-08-11,T06,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.39.01.T07,N5.39.01,N5.39,N5,2022-09-09,T07,0,5,0,2,0,0,0,1,0,0,0,2,1,0,0
N5.39.01.T08,N5.39.01,N5.39,N5,2022-11-06,T08,0,6,0,4,0,0,0,7,0,0,0,0,0,0,7
N5.39.01.T09,N5.39.01,N5.39,N5,2022-12-10,T09,0,2,0,0,0,0,0,4,0,0,0,0,0,1,4
N5.39.01.T10,N5.39.01,N5.39,N5,2023-02-14,T10,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.39.01.T11,N5.39.01,N5.39,N5,2023-04-17,T11,0,0,0,6,0,0,0,7,0,0,0,0,2,0,6
N5.40.01.T01,N5.40.01,N5.40,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.41.01.T01,N5.41.01,N5.41,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N5.41.01.T03,N5.41.01,N5.41,N5,2022-03-11,T03,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0
N5.41.01.T05,N5.41.01,N5.41,N5,2022-06-18,T05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.41.01.T07,N5.41.01,N5.41,N5,2022-09-09,T07,0,3,0,2,0,0,0,2,0,0,0,0,2,0,4
N5.41.01.T08,N5.41.01,N5.41,N5,2022-11-06,T08,0,0,0,5,0,0,0,6,0,0,0,2,0,1,5
N5.41.01.T09,N5.41.01,N5.41,N5,2022-12-10,T09,0,3,0,3,0,0,0,5,0,0,0,0,1,1,6
N5.41.01.T10,N5.41.01,N5.41,N5,2023-02-15,T10,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0
N5.41.01.T11,N5.41.01,N5.41,N5,2023-04-18,T11,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.42.01.T01,N5.42.01,N5.42,N5,2021-10-13,T01,0,2,0,0,2,0,2,3,0,0,0,0,0,0,4
N5.42.01.T02,N5.42.01,N5.42,N5,2021-12-07,T02,0,0,0,0,3,0,3,0,0,4,0,0,2,0,3
N5.42.01.T03,N5.42.01,N5.42,N5,2022-03-10,T03,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4
N5.43.01.T01,N5.43.01,N5.43,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.44.02.T01,N5.44.02,N5.44,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.44.01.T03,N5.44.01,N5.44,N5,2022-03-10,T03,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.44.01.T04,N5.44.01,N5.44,N5,2022-04-27,T04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N5.44.01.T05,N5.44.01,N5.44,N5,2022-06-18,T05,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0
N5.44.01.T06,N5.44.01,N5.44,N5,2022-08-11,T06,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
N5.44.02.T07,N5.44.02,N5.44,N5,2022-09-09,T07,0,4,0,0,0,0,0,6,0,0,0,0,0,1,2
N5.44.01.T08,N5.44.01,N5.44,N5,2022-11-06,T08,3,3,0,0,0,0,0,7,0,0,0,0,0,0,3
N5.44.01.T09,N5.44.01,N5.44,N5,2022-12-10,T09,0,1,0,0,0,0,0,4,0,0,0,0,0,0,5
N5.44.01.T10,N5.44.01,N5.44,N5,2023-02-15,T10,3,3,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.44.02.T11,N5.44.02,N5.44,N5,2023-04-17,T11,4,4,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.45.01.T01,N5.45.01,N5.45,N5,2021-10-13,T01,0,3,0,0,0,2,0,3,0,0,0,0,0,1,6
N5.45.02.T02,N5.45.02,N5.45,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.45.02.T03,N5.45.02,N5.45,N5,2022-03-10,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.45.01.T04,N5.45.01,N5.45,N5,2022-04-27,T04,0,2,0,0,0,0,0,4,0,0,0,0,3,1,0
N5.45.01.T05,N5.45.01,N5.45,N5,2022-06-18,T05,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.45.01.T06,N5.45.01,N5.45,N5,2022-08-11,T06,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
N5.45.01.T07,N5.45.01,N5.45,N5,2022-09-09,T07,0,0,0,0,0,0,0,7,0,0,0,0,3,0,2
N5.45.01.T08,N5.45.01,N5.45,N5,2022-11-06,T08,5,7,0,5,0,0,0,7,0,0,0,0,0,0,7
N5.45.02.T09,N5.45.02,N5.45,N5,2022-12-10,T09,0,2,0,2,0,0,0,7,0,0,0,0,0,0,5
N5.45.01.T10,N5.45.01,N5.45,N5,2023-02-15,T10,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.45.01.T11,N5.45.01,N5.45,N5,2023-04-18,T11,0,0,0,1,0,0,0,7,0,0,0,0,0,0,3
N5.46.01.T01,N5.46.01,N5.46,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.47.01.T01,N5.47.01,N5.47,N5,2021-10-13,T01,0,4,0,0,0,3,0,0,0,2,0,0,0,0,5
N5.47.01.T02,N5.47.01,N5.47,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.47.01.T03,N5.47.01,N5.47,N5,2022-03-11,T03,0,5,0,2,0,0,0,7,0,0,0,0,1,1,0
N5.47.01.T04,N5.47.01,N5.47,N5,2022-04-27,T04,0,6,0,5,1,0,0,4,0,0,0,0,0,2,5
N5.47.01.T05,N5.47.01,N5.47,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.47.01.T06,N5.47.01,N5.47,N5,2022-08-11,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
N5.47.01.T07,N5.47.01,N5.47,N5,2022-09-10,T07,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3
N5.47.01.T08,N5.47.01,N5.47,N5,2022-11-06,T08,0,5,0,6,0,0,0,7,0,0,0,0,0,0,7
N5.47.01.T09,N5.47.01,N5.47,N5,2022-12-10,T09,3,3,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.47.01.T10,N5.47.01,N5.47,N5,2023-02-15,T10,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.47.01.T11,N5.47.01,N5.47,N5,2023-04-17,T11,4,4,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.48.01.T01,N5.48.01,N5.48,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.48.02.T02,N5.48.02,N5.48,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.48.02.T04,N5.48.02,N5.48,N5,2022-04-27,T04,4,2,0,0,2,0,0,3,0,0,0,0,0,2,6
N5.48.02.T05,N5.48.02,N5.48,N5,2022-06-18,T05,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
N5.48.01.T06,N5.48.01,N5.48,N5,2022-08-11,T06,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.48.02.T07,N5.48.02,N5.48,N5,2022-09-09,T07,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
N5.48.02.T08,N5.48.02,N5.48,N5,2022-11-06,T08,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N5.48.02.T09,N5.48.02,N5.48,N5,2022-12-10,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.48.02.T10,N5.48.02,N5.48,N5,2023-02-14,T10,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2
N5.48.01.T11,N5.48.01,N5.48,N5,2023-04-18,T11,0,2,0,3,0,0,0,7,0,0,0,0,1,0,3
N5.49.01.T01,N5.49.01,N5.49,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N5.49.01.T03,N5.49.01,N5.49,N5,2022-03-10,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.49.01.T04,N5.49.01,N5.49,N5,2022-04-28,T04,0,3,0,0,0,0,0,6,0,0,0,0,2,0,0
N5.49.01.T05,N5.49.01,N5.49,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.49.01.T06,N5.49.01,N5.49,N5,2022-08-11,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.49.01.T07,N5.49.01,N5.49,N5,2022-09-10,T07,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
N5.49.01.T08,N5.49.01,N5.49,N5,2022-11-06,T08,2,2,0,0,0,0,0,7,0,0,0,0,0,0,2
N5.49.01.T09,N5.49.01,N5.49,N5,2022-12-10,T09,0,5,0,3,0,0,0,0,0,0,0,0,0,0,7
N5.49.01.T10,N5.49.01,N5.49,N5,2023-02-15,T10,0,5,0,0,0,0,0,3,0,1,1,1,1,0,3
N5.49.01.T11,N5.49.01,N5.49,N5,2023-04-17,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.50.01.T01,N5.50.01,N5.50,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N5.50.03.T03,N5.50.03,N5.50,N5,2022-03-11,T03,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0
N5.50.03.T05,N5.50.03,N5.50,N5,2022-06-18,T05,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.50.01.T07,N5.50.01,N5.50,N5,2022-09-09,T07,0,2,0,0,0,0,0,7,0,0,0,0,2,0,0
N5.50.01.T08,N5.50.01,N5.50,N5,2022-11-06,T08,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7
N5.50.03.T09,N5.50.03,N5.50,N5,2022-12-10,T09,2,2,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.50.01.T10,N5.50.01,N5.50,N5,2023-02-14,T10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
N5.50.03.T11,N5.50.03,N5.50,N5,2023-04-18,T11,3,3,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.51.02.T01,N5.51.02,N5.51,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.51.01.T02,N5.51.01,N5.51,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.51.02.T03,N5.51.02,N5.51,N5,2022-03-10,T03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.51.01.T05,N5.51.01,N5.51,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.51.02.T06,N5.51.02,N5.51,N5,2022-08-11,T06,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
N5.51.02.T07,N5.51.02,N5.51,N5,2022-09-09,T07,0,4,0,3,0,0,0,3,0,1,0,0,0,0,4
N5.52.01.T01,N5.52.01,N5.52,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.52.01.T02,N5.52.01,N5.52,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.52.01.T03,N5.52.01,N5.52,N5,2022-03-10,T03,0,7,0,0,0,0,0,7,0,0,0,0,3,2,5
N5.52.01.T04,N5.52.01,N5.52,N5,2022-04-27,T04,0,4,0,3,1,0,0,4,1,0,0,0,0,0,6
N5.52.01.T05,N5.52.01,N5.52,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.52.01.T06,N5.52.01,N5.52,N5,2022-08-11,T06,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.52.01.T07,N5.52.01,N5.52,N5,2022-09-09,T07,0,4,0,0,0,0,0,5,0,0,0,0,3,0,6
N5.52.01.T08,N5.52.01,N5.52,N5,2022-11-06,T08,5,5,0,0,0,0,0,7,0,0,0,0,0,0,7
N5.52.01.T09,N5.52.01,N5.52,N5,2022-12-10,T09,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.52.01.T10,N5.52.01,N5.52,N5,2023-02-14,T10,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7
N5.52.01.T11,N5.52.01,N5.52,N5,2023-04-17,T11,4,4,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.53.01.T01,N5.53.01,N5.53,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N5.53.02.T02,N5.53.02,N5.53,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.54.01.T01,N5.54.01,N5.54,N5,2021-10-13,T01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N5.54.01.T02,N5.54.01,N5.54,N5,2021-12-07,T02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.54.01.T04,N5.54.01,N5.54,N5,2022-04-28,T04,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.54.01.T05,N5.54.01,N5.54,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.54.01.T06,N5.54.01,N5.54,N5,2022-08-11,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.54.01.T07,N5.54.01,N5.54,N5,2022-09-09,T07,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
N5.54.01.T08,N5.54.01,N5.54,N5,2022-11-06,T08,2,7,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.54.01.T09,N5.54.01,N5.54,N5,2022-12-10,T09,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.54.01.T10,N5.54.01,N5.54,N5,2023-02-15,T10,0,3,0,0,0,0,2,5,0,1,1,1,1,1,7
N5.54.01.T11,N5.54.01,N5.54,N5,2023-04-17,T11,3,3,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.55.01.T03,N5.55.01,N5.55,N5,2022-03-10,T03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.55.01.T04,N5.55.01,N5.55,N5,2022-04-27,T04,0,3,0,0,2,0,0,0,0,0,0,1,0,0,5
N5.55.01.T05,N5.55.01,N5.55,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.55.01.T06,N5.55.01,N5.55,N5,2022-08-11,T06,0,2,0,0,0,0,0,2,1,0,0,0,0,0,4
N5.55.01.T07,N5.55.01,N5.55,N5,2022-09-09,T07,0,0,0,0,0,0,0,5,0,0,0,0,2,2,4
N5.55.01.T08,N5.55.01,N5.55,N5,2022-11-06,T08,3,3,0,0,0,0,0,7,0,0,0,0,0,0,3
N5.55.01.T09,N5.55.01,N5.55,N5,2022-12-10,T09,0,4,0,4,0,0,0,7,0,0,0,0,4,0,6
N5.55.01.T10,N5.55.01,N5.55,N5,2023-02-15,T10,0,0,0,0,0,0,0,3,0,0,0,0,3,1,7
N5.55.01.T11,N5.55.01,N5.55,N5,2023-04-17,T11,3,3,0,7,0,0,0,7,0,0,0,0,0,0,7
N5.56.01.T03,N5.56.01,N5.56,N5,2022-03-11,T03,0,4,0,0,0,0,0,7,0,0,0,0,1,1,0
N5.56.01.T04,N5.56.01,N5.56,N5,2022-04-27,T04,2,2,0,1,0,0,3,3,0,0,2,0,0,1,0
N5.56.01.T05,N5.56.01,N5.56,N5,2022-06-18,T05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5.56.01.T06,N5.56.01,N5.56,N5,2022-08-11,T06,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.56.01.T07,N5.56.01,N5.56,N5,2022-09-10,T07,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2
N5.56.01.T09,N5.56.01,N5.56,N5,2022-12-10,T09,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0
N5.56.01.T11,N5.56.01,N5.56,N5,2023-04-17,T11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
N5.57.01.T03,N5.57.01,N5.57,N5,2022-03-11,T03,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0
N5.57.01.T04,N5.57.01,N5.57,N5,2022-04-27,T04,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0
N5.57.01.T05,N5.57.01,N5.57,N5,2022-06-18,T05,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
N5.57.01.T06,N5.57.01,N5.57,N5,2022-08-11,T06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
